"x"
"FCER1A"
"HDAC9"
"C10orf11"
"PLIN1"
"CCL5"
"TAGAP"
"NPRL3"
"ZC3H6"
"IL18RAP"
"CARD6"
"FAM63A"
"FBXO9"
"SLCO4C1"
"SASH3"
"ABCF2"
"RHAG"
"DPEP2"
"CEBPA"
"FMO3"
"STOM"
"CXCR1"
"MSRA"
"HBA2"
"EXOSC6"
"GFI1B"
"TMEM37"
"CORT"
"AHNAK"
"CX3CR1"
"TRAM2"
"ATXN7L3"
"ORAI2"
"GIGYF2"
"CCDC155"
"UCP2"
"RARRES3"
"STAT5A"
"IL17RA"
"ZNF467"
"OTOS"
"IL6R"
"TF"
"TUB"
"PTPN6"
"DOK1"
"STRADB"
"CD177"
"PAQR9"
"TOB2P1"
"ZNF23"
"ITGA10"
"HSH2D"
"ARHGDIB"
"TESC"
"SNORD22"
"SLC25A37"
"MXD1"
"PTPN18"
"MICB"
"BCAT1"
"MZB1"
"GLYAT"
"PTPLAD2"
"B3GALT4"
"HBM"
"LILRP2"
"SELENBP1"
"CIITA"
"CHI3L1"
"PDP1"
"C19orf38"
"POLR2F"
"TAC3"
"ADAM8"
"DUSP9"
"C21orf96"
"TAL1"
"SATB1"
"ACSF3"
"TMEM154"
"OSBP2"
"ARHGAP15"
"TBKBP1"
"CLEC12A"
"RPIA"
"EMILIN3"
"C17orf72"
"LGALS2"
"ADRA2A"
"LCP2"
"NLRX1"
"CALN1"
"ZNF493"
"SGK3"
"LOC146880"
"RASGRP4"
"AIF1"
"GFOD1"
"C7orf41"
"CCR6"
"CROCCP2"
"CD37"
"RNF167"
"S1PR2"
"FOXO4"
"RCSD1"
"BLVRB"
"AOAH"
"STK16"
"RRN3P2"
"TIMD4"
"SPIN3"
"FAM65C"
"HAGH"
"IRF5"
"C14orf149"
"HLA-DOA"
"PTAFR"
"OLR1"
"CHL1"
"LOC100130920"
"CIDEB"
"CTTNBP2NL"
"JPH1"
"RTKN"
"RILPL2"
"ATP6V0A1"
"HVCN1"
"HLA-DOB"
"NPL"
"GVINP1"
"FAM35A"
"SAG"
"EDARADD"
"GIMAP1"
"CHIT1"
"PIP4K2A"
"AOC2"
"MGAT3"
"HCP5"
"LOC282997"
"FAM182B"
"GTPBP1"
"PSTPIP2"
"SLC2A14"
"UROD"
"FLJ45340"
"CPA3"
"SLC28A3"
"BMPR1A"
"ZNF418"
"TIRAP"
"VCAM1"
"SDPR"
"GNAL"
"CD8A"
"CRISP3"
"HCST"
"CCRL2"
"DOCK2"
"GIT2"
"PPP2R3A"
"UBE2O"
"C6orf25"
"HOXB6"
"NUDT14"
"NYX"
"KCNK15"
"C1orf135"
"MARCH8"
"NBEAL2"
"SPIB"
"CD2"
"THG1L"
"LRRC33"
"AQP9"
"FCRL5"
"SLC6A15"
"ZNF219"
"ALOX12"
"CSNK1G3"
"ALKBH3"
"L3MBTL2"
"CMTM6"
"RASGRP2"
"KLHDC8A"
"SLC43A1"
"SPNS3"
"LOC441124"
"ASGR1"
"HPR"
"LOC284412"
"ZNF672"
"CRB1"
"WNK1"
"S100PBP"
"GPSM3"
"GRAMD3"
"ATP8B3"
"SIRT2"
"C6orf164"
"GRIN1"
"CISH"
"AGER"
"MPZL1"
"DNPEP"
"KIAA0125"
"YPEL1"
"EGFL8"
"PORCN"
"COQ3"
"LALBA"
"MPEG1"
"CLEC3B"
"FCER1G"
"MXD3"
"XCL1"
"IRX3"
"C10orf12"
"LOC595101"
"IGSF6"
"CBX7"
"LILRB3"
"MIXL1"
"STAB2"
"RABEPK"
"ABTB1"
"CD300A"
"CDT1"
"C7"
"CXCR2"
"STX11"
"CELF3"
"LOC100653060"
"PTPRG"
"CLEC2D"
"CSDC2"
"MID1IP1"
"CD82"
"GSG2"
"LPCAT2"
"SLC22A4"
"EPB49"
"TNFRSF1B"
"INSM2"
"MTF1"
"HBE1"
"MAGEF1"
"PRKCD"
"TLR1"
"C1orf226"
"MS4A6E"
"ZMYND8"
"STAG3L2"
"CDADC1"
"MYO1B"
"GJD4"
"TUBB3"
"MEAF6"
"ADORA2A"
"GARNL3"
"CLEC5A"
"E2F4"
"APAF1"
"FAM178B"
"DNAJA4"
"FAM104A"
"DDX11"
"KIT"
"DOCK4"
"RSPO1"
"NCAPD2"
"DIXDC1"
"GLRX5"
"NXNL2"
"UHRF1BP1"
"SLC48A1"
"DCAF4L2"
"HIST1H3B"
"DCAF11"
"MLLT4"
"TMEM50B"
"ZNF295"
"ITGB2"
"MLL"
"IRX2"
"MEF2D"
"STK17A"
"NFIA"
"ERCC4"
"MMP15"
"ANKRD5"
"KLF13"
"ZNF48"
"KIAA1715"
"AMACR"
"CTSZ"
"SIRPA"
"CXCR7"
"SEC31B"
"FRMD6"
"MKRN1"
"CCR3"
"LOC399744"
"TBXAS1"
"PC"
"ARHGAP25"
"C16orf73"
"PCGF5"
"TRERF1"
"SENP5"
"ZNF777"
"POLR2H"
"COG6"
"TIGD1"
"CD1C"
"MCAT"
"NKAPP1"
"TMSB4Y"
"NCKAP1L"
"LGALS9C"
"BCLAF1"
"TSPAN6"
"CCNL2"
"BCL11A"
"DENND3"
"NUDT16"
"TBC1D2B"
"TPBG"
"DHFR"
"CACNG3"
"SYNJ2BP"
"BDKRB2"
"LBR"
"ITGB7"
"C1orf229"
"CD302"
"SLFN13"
"C2orf88"
"JAZF1"
"CARD9"
"VPRBP"
"KIAA0922"
"TOM1L2"
"PARVG"
"PHF16"
"ITGAD"
"C12orf53"
"LINC00341"
"TEAD2"
"DGKG"
"DAPP1"
"ZBTB7A"
"MAK16"
"AATK"
"CCDC99"
"UBE2G2"
"ARHGAP30"
"AK4"
"EAF2"
"MTOR"
"SCARNA17"
"GEM"
"C17orf76"
"LOC100507460"
"C1orf228"
"ERO1L"
"ATOH7"
"USP15"
"LARP4"
"CTDP1"
"FAM105B"
"PLEK"
"BST1"
"S100A9"
"ADARB2-AS1"
"AHSG"
"KIF5A"
"QSER1"
"GZMB"
"LOC100128922"
"C8B"
"GNPDA2"
"IL10RA"
"TFF3"
"KLRB1"
"GPR82"
"C1orf70"
"WNT10A"
"SIGLEC10"
"KIAA0141"
"GAS7"
"LOC100130811"
"ZFP41"
"ZNF230"
"AHNAK2"
"LPXN"
"SCGB1A1"
"PFKP"
"CORO1A"
"C5AR1"
"ASRGL1"
"TCL1B"
"HOMER1"
"HDAC7"
"TRIO"
"TMEM136"
"TTC30B"
"LRRK2"
"SEMA4D"
"S100A13"
"CDC14C"
"SPN"
"DKFZP564C152"
"CPEB1"
"GNG2"
"TXNDC9"
"FNBP1L"
"LOC541472"
"MAFG"
"PELO"
"JHDM1D"
"PEA15"
"TEK"
"DYNC1I2"
"LPHN1"
"EFNA3"
"MAT1A"
"CCDC69"
"CCNDBP1"
"MTMR3"
"RGMB"
"LENG8"
"MIAT"
"BCAS2"
"TFAP2C"
"TLR5"
"C21orf58"
"GNAO1"
"CASP10"
"ZNF263"
"PPAPDC1A"
"RASSF8"
"RP2"
"FMNL1"
"IL2RG"
"CD8B"
"CHML"
"GYPC"
"STX1A"
"KRTAP4-11"
"C12orf66"
"TXLNG"
"TFEC"
"LAMA5"
"TRAK2"
"NAIP"
"TRIM50"
"ARF1"
"TIMP4"
"NDUFB10"
"DARC"
"CALCOCO1"
"FADS1"
"LINC00265"
"SAMD12"
"GRRP1"
"ITPKB"
"CSHL1"
"TMEM217"
"HBB"
"FAM26F"
"YPEL3"
"LY75"
"PPP2R1A"
"TMEM71"
"QRSL1"
"EFCAB2"
"ARMC9"
"HLA-E"
"ZNF462"
"BIRC8"
"CLIC2"
"AKNA"
"LINC00474"
"MYO15B"
"PHB"
"FPR2"
"FEV"
"C9orf102"
"ZDHHC7"
"KIAA0748"
"HIST1H3D"
"MBP"
"SYK"
"CD247"
"NUP35"
"IRF2"
"ZNF718"
"PSMC6"
"LOC100240734"
"KIF18B"
"SLC9A9"
"RBM38"
"SKI"
"C1orf38"
"TEF"
"PIK3CD"
"ARHGAP27"
"LOC100506268"
"DPPA4"
"KRTDAP"
"TRAF4"
"RBM19"
"IGF2"
"SPSB3"
"RAVER1"
"CDAN1"
"ZNF57"
"KLF1"
"BCAS4"
"ZNF688"
"DDX19B"
"PHF17"
"LOC401847"
"PRKAR2B"
"PSD4"
"LOC728855"
"ASB4"
"SERPINA6"
"GPR146"
"RASL10B"
"SLC2A3"
"PSMC2"
"PECAM1"
"MIPOL1"
"NAV1"
"EPOR"
"RMND5A"
"ARIH1"
"DNAAF2"
"ZNF818P"
"YES1"
"OTUD6A"
"RRP1B"
"ZC3H12D"
"ITGA2"
"OBSCN"
"IDS"
"UQCC"
"IL1RAPL1"
"DNAH2"
"HMGB2"
"SPSB1"
"FCRL1"
"CLASRP"
"DGKD"
"IL18R1"
"EEA1"
"MOB1B"
"C2orf65"
"SRY"
"TYW5"
"TFCP2"
"PF4V1"
"HCG27"
"GPR180"
"ZNF568"
"AMMECR1L"
"PRG4"
"HOXC9"
"SLC24A3"
"SLC25A23"
"LMNB1"
"SPRR2C"
"LILRA2"
"ABCF3"
"CDC40"
"RAB12"
"NLRC4"
"AGPAT4-IT1"
"IMPAD1"
"FGFBP3"
"TOMM40"
"GNG7"
"LRIG3"
"CCDC82"
"GIMAP8"
"MAN2A2"
"ZFAT"
"MYC"
"CHST11"
"CD38"
"CRAMP1L"
"MICAL1"
"KIAA0430"
"CD33"
"SLC27A4"
"MGAT4A"
"TPCN1"
"RABGAP1L"
"B3GALNT2"
"TLR2"
"SPIRE1"
"LMBRD2"
"KCTD1"
"GRK6"
"LOC344595"
"DERL1"
"IL36B"
"CAMK2D"
"ERVV-1"
"MBD6"
"PSORS1C2"
"ZFYVE9"
"MTUS2"
"PQLC1"
"CXCR2P1"
"GPLD1"
"FBXO17"
"LOC728392"
"ZNF652"
"TMEM191B"
"CR1"
"SNX22"
"ST3GAL2"
"CETP"
"MGC23284"
"FECH"
"AFF4"
"C20orf112"
"RGAG4"
"NCF4"
"ATP2B3"
"SNTA1"
"KAZN"
"HDAC4"
"GSTA4"
"CITED2"
"VDR"
"GIMAP5"
"ANKDD1A"
"CABIN1"
"LIMD2"
"FUT4"
"PDK4"
"DENND1A"
"CLEC3A"
"IQSEC3"
"EBI3"
"DCAF10"
"ATP8B2"
"LOC100127891"
"PIAS2"
"TWIST2"
"CD70"
"CAV3"
"FBXO2"
"ZNF525"
"KIAA0485"
"NR2C2"
"BZRAP1"
"MBOAT2"
"RTBDN"
"GCLM"
"ABL1"
"SEPT10"
"LXN"
"NCBP2"
"MRPL49"
"HOXA4"
"SNRK"
"NACC1"
"CTNND1"
"PDLIM4"
"INTS12"
"ZDHHC22"
"TMEM22"
"EGFR"
"CEP70"
"MAP2K7"
"BMS1"
"LILRA5"
"ZZZ3"
"XPO4"
"CAMKK2"
"LMLN"
"PTPN21"
"GAPVD1"
"NFE2L1"
"HERC1"
"ARFGAP1"
"SYDE1"
"TCP1"
"SLC14A2"
"C3orf26"
"CCP110"
"AP1S2"
"ARHGAP44"
"ESYT2"
"ABI3"
"CHRM3"
"CEACAM3"
"PEX3"
"COL4A1"
"CD53"
"ERP27"
"ASCC3"
"FAM57A"
"RRP7B"
"TAF15"
"IL15RA"
"THUMPD3"
"INF2"
"MS4A6A"
"PYROXD1"
"FBXO16"
"MPP5"
"CHST12"
"GRASP"
"SGOL1"
"ZFP36L2"
"APOL6"
"SPOCK2"
"VAV3"
"CACNB1"
"LAYN"
"TMEM63B"
"ACOT11"
"ZNF781"
"SLC39A12"
"PPP1R16B"
"RNASE6"
"SLC8A1"
"SLC43A2"
"JMJD7-PLA2G4B"
"ACSS1"
"SCAND3"
"ZNF614"
"LILRA3"
"DMGDH"
"FAM84B"
"CAPN3"
"MTCP1"
"BRMS1L"
"NRXN3"
"PGLYRP4"
"LAX1"
"MOB3A"
"SYNJ2"
"LPIN1"
"FBXO30"
"PI4K2A"
"DLGAP5"
"ZNF498"
"HUWE1"
"LILRB5"
"DOLK"
"ZNF283"
"NLRP3"
"IKZF3"
"UBAC1"
"PPP1R9B"
"GPR65"
"NFATC2IP"
"DUX4"
"CTSL2"
"C3orf54"
"SYMPK"
"HDAC3"
"KCNG3"
"SAMSN1"
"MTFR1"
"HABP4"
"CD52"
"SAP130"
"FUZ"
"KIF15"
"ATP1A3"
"PACS1"
"ALG1L"
"ATIC"
"GRHPR"
"PRO2852"
"FAM86EP"
"NLRC5"
"TMEM178"
"GLYR1"
"CPOX"
"IRAK3"
"SLAIN2"
"OTUD7B"
"PPARD"
"IFFO1"
"EPB41"
"ELFN1"
"GLMN"
"PTP4A3"
"SLC4A9"
"RNF212"
"NAA50"
"MZT2A"
"ERC1"
"TRABD"
"PHLDB2"
"C1orf61"
"NOD2"
"MAL"
"C4B"
"SOX2-OT"
"PTGER4"
"KIAA0284"
"SERPINB2"
"CREM"
"DRD4"
"C17orf56"
"ZNF625"
"PLRG1"
"CCDC113"
"MST1P2"
"SPECC1"
"MFSD2A"
"KRTAP4-4"
"PRMT5"
"ACTL8"
"FOXE1"
"SLC25A42"
"HCG4B"
"PINX1"
"TSKU"
"SLC38A10"
"MYO1G"
"PAPD5"
"MDM2"
"FHOD3"
"KIAA0090"
"IGJ"
"SUCLG2"
"DICER1-AS"
"ROR1"
"LOC100507303"
"CLEC4A"
"CREB5"
"CCDC104"
"HMX2"
"LOC100506844"
"ORMDL3"
"ZNF644"
"RTCD1"
"MARCH2"
"DERL3"
"LRRC56"
"SCN4A"
"EXT1"
"PPIL4"
"LPAR3"
"DBF4B"
"INTS4"
"ZNF276"
"LRP2BP"
"MGEA5"
"FHIT"
"PCDHB13"
"LY6K"
"FCGRT"
"CYTH1"
"WNT5A"
"RTN3"
"C1orf116"
"XPNPEP3"
"KIAA0240"
"NETO2"
"SCN9A"
"GZMA"
"GPRC5C"
"GZMK"
"SLC9A3R2"
"DYRK3"
"RHBDF1"
"SHANK1"
"CASP2"
"GPR162"
"EBP"
"ALAD"
"IRX5"
"TYROBP"
"GOSR1"
"PRTFDC1"
"UNC13D"
"MPZL3"
"POU2AF1"
"TPSAB1"
"MAST4"
"CSMD2"
"DSC3"
"PTPN4"
"SCD"
"PIM2"
"TRANK1"
"FGA"
"PIP5K1B"
"FAM173B"
"DISP1"
"IL6"
"PTPRJ"
"ATG4B"
"TMEM14A"
"RSG1"
"TBC1D9"
"AXIN2"
"VPS28"
"MLXIP"
"MTHFR"
"SNHG10"
"ESCO2"
"GTF2H4"
"FOXK2"
"GRIPAP1"
"LOC100291323"
"C8orf60"
"CPT1B"
"F2RL3"
"EREG"
"MAG"
"ESPL1"
"KIFC1"
"PLGLB1"
"GGT5"
"TAF9"
"ABCE1"
"CDC7"
"FAM73A"
"C12orf35"
"SPRED2"
"ULBP2"
"GJC2"
"ZNF232"
"KRT1"
"TMED3"
"NLN"
"PPP1R12B"
"ANKHD1"
"WHAMM"
"C16orf59"
"PSG2"
"WDTC1"
"HTR7P1"
"HLX"
"NTSR1"
"P4HA2"
"RALGAPA2"
"ASB7"
"CDH26"
"HMMR"
"C1QA"
"FAM35B"
"TMEM97"
"LOC100190986"
"ZNF674"
"GCNT1"
"KCNK5"
"CSF2RA"
"CCDC138"
"PHKA1"
"ENTPD1"
"ACSM5"
"ZBTB3"
"LOC100132831"
"FAM95B1"
"STEAP1"
"ZNF670"
"ITPRIPL2"
"GPT2"
"TNFRSF17"
"TBC1D17"
"SPOCK1"
"ANKFY1"
"TAS2R60"
"HYLS1"
"LOC100287482"
"PIK3R5"
"METTL1"
"FAM82A1"
"SPINK2"
"CTPS2"
"CARD8"
"DTX1"
"OTOR"
"YAP1"
"GHRL"
"ACOT12"
"FBXO45"
"METTL21A"
"KLKB1"
"FAM134A"
"LOC338620"
"SHROOM3"
"GATA2"
"C8orf71"
"BTK"
"MAPK14"
"CLEC1B"
"CDC42SE2"
"ZNF45"
"CAB39L"
"PRAM1"
"GRAP2"
"HBBP1"
"NUDT4"
"LAIR1"
"LOC645166"
"FLT3"
"APOBEC3B"
"GLCCI1"
"NHP2L1"
"SCAMP1"
"POLD1"
"SNX13"
"BIN3"
"DCUN1D2"
"CAMSAP2"
"DLX1"
"RXRA"
"KCTD20"
"SLC15A3"
"HSD17B11"
"ABCB6"
"FAM179A"
"PIK3CG"
"GUCA2A"
"TFDP2"
"LOC283663"
"LOC100506930"
"SFR1"
"SQLE"
"RSF1"
"FGF13"
"TRIM41"
"LRP11"
"CASK"
"TMEM132C"
"SEMA4F"
"RRN3"
"FBXO22"
"GRPEL2"
"DDX11L2"
"BBC3"
"MED28"
"GABRQ"
"TXNDC3"
"PROCR"
"HOXA13"
"MTMR1"
"DUS4L"
"ADCY7"
"RGS2"
"TFAM"
"PXK"
"TMX4"
"RUFY2"
"DEAF1"
"LOC642852"
"MAP1B"
"SLC2A4"
"ELMO1"
"CTAG1A"
"CXorf61"
"MDFI"
"RTKN2"
"IL7R"
"CASP1"
"FAM86C2P"
"IKBKG"
"SLC2A5"
"EPHA8"
"WIF1"
"EXD2"
"METAP1"
"VPS36"
"WDFY2"
"HEATR3"
"LRP12"
"TBCEL"
"TXNDC11"
"TADA2A"
"TRAPPC3"
"SORBS1"
"TUBA4A"
"USH1C"
"TRIM59"
"KIAA1199"
"MIB1"
"ZBTB24"
"CLEC12B"
"WARS2"
"EWSR1"
"ASPH"
"GPR161"
"HIST1H2AK"
"MID1"
"IKBKE"
"GPC6"
"UBQLN1"
"NSRP1"
"FAM135A"
"RPS2"
"NMNAT2"
"SLC19A3"
"OR5AK2"
"OPCML"
"ZNF302"
"KBTBD11"
"SH3RF1"
"OR10J3"
"CA12"
"LOC100506159"
"TNRC6B"
"ERRFI1"
"GIMAP7"
"EPB42"
"PLCB4"
"MBTPS2"
"ADC"
"SLFN5"
"COL4A3"
"BMP2K"
"CRABP2"
"HLA-DPB1"
"KIF1C"
"HPSE"
"RABL3"
"NOL3"
"PRDM9"
"IMPG1"
"SOLH"
"TP63"
"KLF14"
"CD22"
"SUCNR1"
"SLC25A33"
"WHAMMP3"
"KIAA0415"
"ARHGAP4"
"NUP50"
"LAMA1"
"FXYD2"
"E2F6"
"IQCF5"
"SAMD9L"
"PLCB2"
"MIA3"
"RELT"
"PFKFB1"
"ADRB2"
"TMEM48"
"PCDH15"
"PIP4K2B"
"CLCA3P"
"SORCS3"
"SERPINB9"
"SIRPB1"
"AGPAT4"
"ZSWIM1"
"LOC100506392"
"PRKAR1B"
"CREB3"
"SCN4B"
"ZNF671"
"LOC729737"
"ZDHHC9"
"EFR3A"
"ENAH"
"PPFIBP1"
"PLEKHF2"
"UBAP2L"
"TRGV7"
"OLIG1"
"ERG"
"CYP11B1"
"LILRA4"
"LGR4"
"NDUFA12"
"MYO10"
"PTTG1IP"
"LOC401397"
"DHRS2"
"TMTC3"
"CCDC77"
"EIF2A"
"LOC401357"
"LOC100131067"
"WDR20"
"TTC9"
"EMP1"
"C5orf39"
"RPAP3"
"GALNT6"
"TMEM132A"
"NKAP"
"KCNC4"
"C2orf27A"
"ZAP70"
"FAM111B"
"ZNF510"
"KCNMB1"
"FCGR3B"
"FES"
"SETP4"
"CD3E"
"SMARCC2"
"IGFBPL1"
"EDIL3"
"DDX60L"
"ZNF75D"
"PTPN3"
"CCDC122"
"BSN-AS2"
"RPH3A"
"DKK3"
"STRN4"
"PPIE"
"TSHZ1"
"PIPOX"
"ARHGAP32"
"FARP1"
"RGS20"
"FLJ22184"
"ZFP36L1"
"LOC729970"
"LOC92659"
"ELL3"
"KIAA1462"
"GDPD5"
"LSP1"
"LGALSL"
"SGSH"
"CDKN2B"
"PLCXD1"
"LARP6"
"HLA-G"
"DYRK4"
"C11orf41"
"CEP135"
"UBE2Q1"
"FAM3C"
"FAM13A-AS1"
"CD86"
"EIF4G3"
"ZC3H8"
"ATP13A2"
"SLC35B3"
"COX11"
"FOLR3"
"PPP1R14A"
"ANKRD44"
"MECOM"
"BMP5"
"PCSK5"
"CEP72"
"RPAP2"
"CD3D"
"ALPK1"
"PI4KB"
"NINJ2"
"USP4"
"MCTP2"
"TLR4"
"ZNF593"
"ABCA1"
"MOCOS"
"HLA-DMB"
"EMCN"
"IQSEC1"
"CD69"
"DPM2"
"GPRC5A"
"ODF4"
"GAB3"
"DNTT"
"TMEM176A"
"VPS37A"
"CDKN2A"
"LRRC25"
"IFI27L1"
"ZNF77"
"TECPR2"
"RAD50"
"SLC35B4"
"C1QB"
"HEATR2"
"C13orf15"
"RASSF1"
"GALNT13"
"DSN1"
"PHC3"
"ZFP90"
"HIST1H4J"
"TEX101"
"LYNX1"
"PPT2"
"SYTL2"
"FBXW11"
"ATF5"
"TIPRL"
"SGK2"
"UACA"
"PLEKHG5"
"SCHIP1"
"IGFALS"
"CYTH4"
"GREM2"
"HOOK2"
"NTRK2"
"ULK1"
"EPC1"
"CHRM5"
"C22orf13"
"ITGB8"
"CCDC41"
"SEMA6A"
"PLOD2"
"BARX2"
"MIA2"
"CENPBD1"
"CNR2"
"PTGS1"
"CARS2"
"ARHGEF1"
"ODF3L1"
"PLEKHO2"
"C15orf39"
"C9orf40"
"PNP"
"RIOK3"
"FLI1"
"EMBP1"
"FOXO3"
"MFAP3"
"TMEM151B"
"STARD10"
"LOC100131096"
"CCDC12"
"SHC2"
"ZNF394"
"PPARGC1A"
"KDR"
"PTPRN2"
"BTN3A2"
"ZNF785"
"KIAA1244"
"FOXQ1"
"HECTD3"
"C15orf48"
"LOC100129113"
"CCDC164"
"RAET1K"
"FUT7"
"IL1R2"
"EIF5B"
"GNA14"
"DYNC2LI1"
"NOL4"
"IRF6"
"CRYZ"
"NOVA2"
"PALLD"
"SIX4"
"JOSD2"
"SLC26A2"
"PEX2"
"ITGAX"
"CBS"
"BDP1"
"MUTYH"
"ITGBL1"
"RBMY1E"
"METTL6"
"SPATA24"
"HEATR6"
"STAR"
"ZNF585B"
"AHCYL2"
"SNX7"
"KCNIP2"
"ZBTB10"
"TMEM30A"
"CD3EAP"
"DNAJA1"
"MED16"
"BET1"
"ESRP1"
"GABPB2"
"TTLL2"
"AGTPBP1"
"TMEM51"
"EFNA5"
"CALU"
"KITLG"
"FRMD5"
"MAGT1"
"GRID1"
"CIRBP"
"C18orf19"
"TMEM127"
"CACNG7"
"PMS2"
"SLC6A6"
"LINC00029"
"1/2-SBSRNA4"
"PTPRK"
"NAGPA"
"OSBPL2"
"UFC1"
"LOC100287723"
"ZNF544"
"MRPL38"
"RBP7"
"SRP68"
"LOC100652770"
"MAN1C1"
"HIST1H2BA"
"HOXA3"
"RAD9A"
"PRTG"
"POMT2"
"LOC494150"
"C19orf77"
"EFCAB7"
"TMEM56"
"CD1D"
"RFFL"
"C1orf74"
"RGS14"
"ITGB3"
"ZNF225"
"FKBP14"
"PDDC1"
"SETDB2"
"SS18L2"
"DKFZP434F142"
"CELF2"
"MTMR9"
"PPP1R13B"
"TMEM180"
"KCNMB2"
"AK5"
"BMP4"
"RAB27A"
"GMEB1"
"KIAA0494"
"MTRF1L"
"SPPL3"
"ME1"
"PRRG1"
"SLITRK6"
"EFNB1"
"MLF1"
"EBF3"
"NECAB2"
"HOXB4"
"BCL3"
"TMEM27"
"LOC283481"
"POLR3GL"
"TTC7B"
"MLLT3"
